Unnamed: 0,Time_Recorded,CarID,Price,manufacturer,Origin,FE_HW,FE_UR,rpm-max,Horsepower,comp_ratio,Stroke,Bore,fuel_system,Engine-size,cylinders_num,Engine-type,Curb-weight,Height,Width,Length,Wheel_Base,Engine-loc,Drive-wheels-type,vehicle_cat,doors_num,aspiration,fuel,Symboling,normalized-losses
1176,2021-08-23 16:36:36,Car882,13271.0,zenith,France,35,25,4386.0,76.0,21.21,3.38,3.24,idi,108,4,l,3175,57.2,67.1,186.7,108.7,front,rwd,wagon,4.0,std,diesel,Safe,
1040,2018-06-12 08:52:39,Car883,15554.0,zenith,France,32,25,4604.0,79.0,8.46,3.21,3.61,mpfi,114,4,l,2996,58.1,66.8,194.7,105.9,front,rwd,sedan,4.0,std,gas,Safe,182.0
1677,2022-10-21 00:44:56,Car411,6096.0,stratus,United States,39,36,5379.0,65.0,9.34,3.26,3.06,2bbl,104,4,ohc,1991,52.1,64.0,155.0,93.9,front,fwd,sedan,2.0,std,gas,Moderate risk,109.0
1954,2022-02-06 13:14:16,Car415,15588.0,nimbus,Sweden,27,19,5361.0,111.0,9.36,3.19,3.62,mpfi,119,4,ohc,3129,56.7,66.0,182.0,104.4,front,fwd,wagon,4.0,std,gas,Very safe,82.0
41,2018-06-22 04:09:58,Car871,6092.0,raven,Japan,35,28,5409.0,77.0,9.0,3.25,3.12,2bbl,93,4,ohc,2629,58.0,63.4,162.7,94.8,front,fwd,hatch back,4.0,std,gas,Safe,98.0
1285,2018-01-29 03:53:29,Car178,8754.0,raven,Japan,36,28,5230.0,70.0,9.06,3.27,3.27,2bbl,116,4,ohc,2263,55.0,66.4,173.4,102.6,front,fwd,sedan,4.0,std,gas,Safe,162.0
1764,2021-05-11 10:39:02,Car410,16237.0,zenith,France,27,24,4841.0,90.0,9.25,3.15,3.7,mpfi,120,4,ohc,2954,57.3,66.3,190.3,104.7,front,rwd,sedan,4.0,std,gas,Safe,
1422,2023-12-13 03:50:45,Car637,14481.0,velox,Japan,35,29,4373.0,82.0,22.84,3.48,3.12,idi,146,4,ohc,2697,55.3,66.2,171.5,103.7,front,fwd,sedan,4.0,std,diesel,Moderate risk,
1298,2018-09-19 22:29:47,Car510,6640.0,helios,Japan,37,31,4722.0,,9.36,2.23,,2bbl,83,4,ohc,2064,52.7,65.9,170.2,94.6,front,fwd,sedan,4.0,std,gas,Safe,
609,2019-05-11 03:31:05,Car471,16969.0,aegis,Germany,24,17,4931.0,116.0,8.42,3.37,3.25,mpfi,179,5,ohc,2479,54.8,66.1,183.3,97.5,front,rwd,sedan,2.0,std,gas,Safe,120.0
28,2021-09-08 22:31:29,Car801,12426.0,velox,Japan,28,28,5421.0,106.0,9.02,3.19,,mpfi,128,4,ohc,2997,55.2,67.5,177.6,100.1,front,rwd,sedan,4.0,std,gas,High risk,98.0
441,2018-12-09 09:32:02,Car970,,prism,United States,31,24,5163.0,106.0,8.47,3.46,3.09,spdi,106,4,ohc,2842,51.0,64.2,161.7,94.9,front,fwd,hatchback,2.0,turbo,gas,High risk,118.0
1399,2020-09-28 09:09:54,Car740,19035.0,helix,Japan,29,18,5027.0,118.0,8.69,3.35,3.8,mpfi,118,4,ohc,2604,55.5,66.4,190.0,104.7,front,rwd,sedan,4.0,std,gas,Safe,142.0
2096,2018-09-23 04:20:45,Car703,19133.0,velox,Japan,30,22,4836.0,145.0,8.81,3.52,3.52,mpfi,159,4,ohc,3339,53.8,66.1,175.1,99.1,front,rwd,convertible,2.0,std,gas,High risk,
493,2021-03-08 14:06:15,Car370,6653.0,nexus,Japan,31,19,5458.0,101.0,9.05,3.53,3.16,1bbl,112,4,ohc,2218,50.8,64.6,158.3,95.8,front,fwd,hatchback,2.0,std,gas,Safe,147.0
1258,2020-02-27 22:11:24,Car659,13678.0,raven,Japan,28,26,5157.0,101.0,9.17,3.45,3.2,idi,160,4,ohc,2906,56.2,69.0,176.3,103.7,front,fwd,wagon,4.0,std,gas,Moderate risk,84.0
1947,2019-06-08 08:58:28,Car327,8204.0,velox,Japan,32,27,5123.0,104.0,8.8,3.55,3.65,mpfi,141,4,ohc,2364,51.1,66.2,177.0,100.8,front,rwd,hardtop,2.0,std,gas,High risk,146.0
551,2018-07-05 00:10:39,Car895,7485.0,helix,Japan,40,31,5181.0,70.0,9.35,3.23,3.13,2bbl,88,4,ohc,1925,50.4,63.9,158.9,94.5,front,fwd,hatchback,2.0,std,gas,Moderate risk,170.0
1720,2018-06-16 14:02:48,Car203,15183.0,equinox,France,27,28,5541.0,104.0,8.92,3.5,3.14,mpfi,103,4,ohc,3032,55.5,68.5,182.9,96.6,front,fwd,wagon,4.0,std,gas,Safe,92.0
1232,2021-04-15 01:00:58,Car488,8713.0,nexus,Japan,41,31,5107.0,70.0,9.13,3.52,3.01,2bbl,96,4,ohc,2009,51.6,64.4,168.0,95.0,front,fwd,hatchback,2.0,std,gas,Moderate risk,124.0
1138,2020-03-07 21:17:37,Car464,16176.0,zenith,France,38,33,4164.0,86.0,22.13,3.45,3.58,idi,113,4,l,3379,58.0,67.5,188.4,106.8,front,rwd,sedan,4.0,turbo,diesel,Safe,157.0
720,2018-10-09 13:40:19,Car986,17675.0,vertex,Germany,27,26,5591.0,128.0,9.29,3.39,3.16,idi,108,4,ohc,2435,54.3,68.6,174.6,105.5,front,fwd,wagon,4.0,std,gas,Very safe,95.0
2183,2020-09-02 20:06:15,Car979,5518.0,raven,Japan,40,26,5141.0,86.0,8.82,3.34,3.09,2bbl,103,4,ohc,2532,53.9,65.3,161.1,97.5,front,fwd,hatchback,4.0,std,gas,Safe,94.0
2243,2023-07-15 16:41:11,Car469,27631.0,stellar motors,United Kingdom,22,17,4913.0,151.0,8.8,3.51,3.6,mpfi,171,6,dohc,3449,52.2,69.6,193.4,107.1,front,rwd,sedan,4.0,std,gas,Safe,118.0
58,2019-05-20 20:19:57,Car861,,aegis,Germany,24,18,5401.0,168.0,7.61,3.08,,mpfi,116,4,ohc,3157,56.2,65.4,187.5,102.9,front,rwd,wagon,4.0,turbo,gas,Safe,82.0
631,2020-07-30 10:15:12,Car804,16370.0,nimbus,Sweden,24,16,4969.0,157.0,8.75,3.28,3.69,mpfi,142,4,ohc,3204,55.5,69.4,190.3,110.2,front,rwd,sedan,4.0,turbo,gas,Very safe,121.0
1181,2020-07-23 00:32:44,Car555,6578.0,raven,Japan,37,31,5507.0,72.0,9.0,3.0,3.24,2bbl,102,4,ohc,2016,55.5,63.3,173.2,95.8,front,fwd,sedan,4.0,std,gas,Safe,87.0
1700,2018-10-09 03:17:37,Car143,7108.0,nexus,Japan,42,39,5539.0,72.0,9.07,3.38,3.0,1bbl,103,4,ohc,2369,51.7,64.1,145.1,93.7,front,fwd,hatch back,2.0,std,gas,High risk,124.0
592,2022-05-09 12:53:50,Car850,8036.0,helix,Japan,31,29,4845.0,85.0,9.04,3.2,3.63,2bbl,110,4,ohc,2422,58.2,65.6,182.9,97.6,front,fwd,sedan,4.0,std,gas,Safe,86.0
2211,2018-02-07 08:31:14,Car671,22253.0,raven,Japan,22,15,5610.0,170.0,8.3,3.29,3.51,mpfi,185,6,ohcv,3187,54.8,71.5,177.4,107.0,front,rwd,sedan,2.0,std,gas,Extreme risk,154.0
939,2023-06-19 06:47:27,Car469,5789.0,velox,Japan,35,31,4889.0,74.0,9.25,3.52,3.11,2bbl,94,4,ohc,2577,58.4,63.6,182.4,97.6,front,fwd,wagon,4.0,std,gas,Safe,73.0
2362,2021-02-25 09:43:56,Car141,13882.0,raven,Japan,27,19,5178.0,150.0,8.9,3.59,3.5,mpfi,160,4,ohc,2998,51.3,67.4,173.4,99.5,front,rwd,hardtop,2.0,std,gas,High risk,165.0
1249,2020-10-09 13:42:24,Car820,10080.0,equinox,France,32,21,5300.0,104.0,9.0,3.92,3.11,2bbl,141,4,ohc,2901,52.4,65.9,170.5,95.1,front,fwd,hatchback,2.0,std,gas,High risk,126.0
904,2018-04-05 14:26:00,Car154,8072.0,velox,Japan,27,26,5205.0,78.0,9.02,3.23,3.21,mpfi,111,4,ohc,3067,56.3,64.1,177.1,95.9,front,fwd,wagon,4.0,std,gas,Safe,
1279,2023-07-08 01:49:57,Car855,8759.0,nexus,Japan,36,29,5494.0,67.0,9.22,3.48,3.04,1bbl,108,4,ohc,2191,51.4,64.3,170.4,96.0,front,fwd,hatchback,4.0,std,gas,Moderate risk,
2014,2020-07-09 19:57:11,Car822,7842.0,raven,Japan,38,27,5593.0,71.0,9.06,3.36,3.04,2bbl,103,4,ohc,2068,51.9,63.7,169.0,95.5,front,fwd,sedan,4.0,std,gas,Moderate risk,127.0
1594,2018-10-23 00:40:11,Car931,7735.0,raven,Japan,38,30,5643.0,82.0,9.24,3.16,3.03,2bbl,91,4,ohc,1864,56.8,64.3,164.8,95.6,front,fwd,sedan,4.0,std,gas,Safe,94.0
2285,2023-04-28 01:11:13,Car772,16464.0,kronos,Germany,24,18,4937.0,156.0,8.36,3.5,3.62,mpfi,160,6,ohc,3201,51.9,69.3,190.9,105.2,front,rwd,hardtop,2.0,std,gas,Safe,
1922,2021-09-10 08:57:49,Car412,7342.0,raven,Japan,33,29,5193.0,71.0,8.87,3.3,3.08,2bbl,99,4,ohc,2071,54.6,63.5,165.9,94.3,front,fwd,hatchback,2.0,std,gas,Moderate risk,104.0
1979,2019-05-19 18:21:53,Car107,9479.0,velox,Japan,36,31,5153.0,68.0,9.31,3.2,3.1,2bbl,95,4,ohc,2188,52.1,66.1,172.3,94.6,front,fwd,wagon,4.0,std,gas,Safe,97.0
706,2021-03-26 00:20:13,Car986,8225.0,raven,Japan,39,31,4876.0,64.0,9.35,,3.17,2bbl,102,4,ohc,2124,51.5,63.4,167.2,96.2,front,fwd,sedan,4.0,std,gas,Moderate risk,143.0
745,2020-03-16 01:28:55,Car503,8412.0,helix,Japan,29,28,,71.0,8.93,3.33,3.14,2bbl,107,4,ohc,2008,55.9,64.3,170.9,94.2,front,fwd,sedan,4.0,std,gas,Moderate risk,92.0
1894,2020-09-14 03:02:11,Car549,6062.0,raven,Japan,40,28,5176.0,79.0,9.17,3.33,3.08,2bbl,96,4,ohc,2082,52.2,65.8,173.0,96.7,front,fwd,sedan,4.0,std,gas,Safe,99.0
1475,2023-12-15 13:48:58,Car273,7366.0,atlas,Japan,34,30,5341.0,65.0,9.19,3.33,3.14,2bbl,96,4,ohc,2026,51.5,64.1,156.5,97.8,front,fwd,hatchback,2.0,std,gas,High risk,152.0
513,2022-01-03 04:02:39,Car689,8030.0,raven,Japan,32,28,5077.0,73.0,8.99,3.41,3.17,idi,110,4,ohc,2111,56.3,66.6,169.5,94.5,front,fwd,wagon,4.0,std,diesel,Safe,155.0
2250,2020-08-01 19:03:29,Car545,,velox,Japan,33,31,4751.0,72.0,8.69,3.38,3.21,2bbl,100,4,ohc,2930,58.4,65.3,166.2,99.3,front,rwd,wagon,4.0,std,gas,Safe,88.0
914,2022-11-07 13:18:11,Car865,39473.0,aegis,Germany,27,18,5002.0,117.0,8.37,3.33,3.37,mpfi,156,5,ohc,3308,57.1,70.6,190.4,107.6,front,rwd,sedan,4.0,std,gas,Moderate risk,126.0
2337,2021-07-24 00:01:17,Car295,16355.0,velox,Japan,28,20,5061.0,165.0,8.81,3.18,3.18,mpfi,183,6,dohc,2397,53.0,68.2,177.6,96.9,front,rwd,hatchback,2.0,std,gas,Moderate risk,168.0
2044,2020-07-31 13:36:04,Car935,38778.0,kronos,Germany,26,16,4866.0,183.0,8.95,3.35,3.27,mpfi,264,6,ohcv,3405,52.3,69.5,190.3,108.2,front,rwd,sedan,2.0,std,gas,Safe,125.0
774,2019-10-09 05:41:40,Car103,7428.0,velox,Japan,27,28,4990.0,72.0,8.99,3.35,3.14,2bbl,104,4,ohc,2166,52.7,63.9,171.4,95.4,front,rwd,hatchback,2.0,std,gas,High risk,151.0
329,2018-03-16 07:45:29,Car277,15181.0,helix,Japan,29,26,4159.0,82.0,21.79,,3.57,idi,156,4,ohc,3000,55.5,66.1,172.7,103.4,front,rwd,sedan,4.0,turbo,diesel,Safe,86.0
6,2020-08-23 17:48:45,Car423,6004.0,velox,Japan,30,30,5155.0,75.0,9.26,3.24,3.2,2bbl,125,4,ohc,2048,52.2,64.0,166.6,94.5,front,rwd,hatchback,2.0,std,gas,Moderate risk,171.0
943,2020-10-10 01:01:19,Car956,7882.0,velox,Japan,32,24,4641.0,82.0,8.96,3.2,3.67,2bbl,105,4,ohc,2284,54.3,65.5,171.2,96.0,front,rwd,sedan,2.0,std,gas,Moderate risk,127.0
734,2022-04-17 09:32:53,Car272,7256.0,velox,Japan,36,29,4835.0,78.0,9.06,3.29,2.98,2bbl,106,4,ohc,2156,51.7,65.2,166.0,96.1,front,fwd,hatchback,2.0,std,gas,Moderate risk,93.0
909,2019-11-13 20:37:04,Car901,19326.0,zenith,France,25,19,4761.0,108.0,18.46,3.39,3.7,mpfi,128,4,ohc,3769,56.6,66.9,192.1,112.0,front,rwd,sedan,4.0,turbo,diesel,Safe,
181,2023-07-03 12:45:41,Car817,15312.0,cipher,United States,27,24,5352.0,112.0,8.12,,3.66,mpfi,138,4,ohc,2337,54.8,65.4,171.6,94.9,front,4wd,sedan,4.0,std,gas,Moderate risk,126.0
451,2022-02-12 10:30:33,Car305,,raven,Japan,29,21,5281.0,81.0,8.99,3.27,3.52,2bbl,113,4,ohc,2165,57.7,63.4,171.4,95.8,front,fwd,wagon,4.0,std,gas,Safe,
490,2020-05-13 21:53:35,Car483,16195.0,velox,Japan,28,26,4974.0,117.0,8.95,,3.73,mpfi,142,4,ohc,2314,55.8,66.1,169.7,103.0,front,rwd,sedan,4.0,std,gas,High risk,98.0
1444,2018-12-30 12:19:50,Car459,7266.0,raven,Japan,37,29,5308.0,67.0,8.64,3.31,3.08,2bbl,93,4,ohc,2105,54.0,63.9,161.1,94.1,front,fwd,sedan,4.0,std,gas,Moderate risk,94.0
1143,2022-01-15 07:28:09,Car989,16218.0,zenith,France,26,26,5094.0,101.0,8.62,3.29,3.31,mpfi,146,4,l,3145,59.1,68.5,181.4,108.4,front,rwd,wagon,4.0,std,gas,Safe,121.0
1311,2021-10-30 19:25:25,Car736,8071.0,prism,United States,39,31,5268.0,69.0,9.6,3.1,3.02,2bbl,90,4,ohc,1891,50.6,63.7,162.8,93.9,front,fwd,sedan,4.0,std,gas,Moderate risk,145.0
1756,2022-05-24 15:09:48,Car791,41060.0,velox,Japan,28,18,5132.0,109.0,9.1,3.26,3.63,mpfi,165,4,ohc,2824,52.6,66.5,187.6,103.5,front,rwd,sedan,4.0,std,gas,High risk,
1111,2018-11-21 05:15:48,Car983,11106.0,velox,Japan,29,29,4999.0,75.0,22.03,3.4,3.04,idi,111,4,ohc,3035,55.1,65.9,184.6,104.9,front,fwd,sedan,4.0,turbo,diesel,Very safe,84.0
2417,2020-10-18 10:58:10,Car694,8548.0,velox,Japan,29,28,4965.0,69.0,8.38,3.43,3.32,mpfi,116,4,ohc,2333,55.0,65.9,171.3,98.8,front,fwd,convertible,2.0,std,gas,Moderate risk,
1356,2020-01-21 20:42:29,Car514,43296.0,kronos,Germany,23,17,4976.0,167.0,8.34,3.26,3.68,mpfi,166,8,ohcv,3285,55.6,68.9,196.6,110.5,front,rwd,sedan,4.0,std,gas,Moderate risk,126.0
1537,2018-06-11 05:06:54,Car994,13490.0,zenitH,France,28,28,4204.0,87.0,20.44,3.44,3.64,idi,152,4,ohc,2435,55.4,66.0,172.6,102.4,front,rwd,sedan,4.0,turbo,diesel,Safe,142.0
1772,2020-09-06 11:12:23,Car607,9674.0,raven,Japan,31,32,5331.0,71.0,9.17,3.43,3.1,2bbl,104,4,ohc,2395,53.0,66.2,169.0,96.3,front,fwd,hatchback,2.0,std,gas,Moderate risk,131.0
1710,2018-09-12 08:12:43,Car771,10076.0,aegis,Germany,28,21,5452.0,105.0,8.55,3.41,3.21,mpfi,118,4,ohc,2465,50.7,66.1,174.1,96.1,front,fwd,sedan,2.0,std,gas,Safe,148.0
1566,2021-05-22 08:24:32,Car458,29023.0,velox,Japan,25,20,4927.0,163.0,8.68,3.32,3.54,mpfi,160,6,dohc,3133,55.0,68.2,181.7,99.4,front,rwd,sedan,2.0,std,gas,Extreme risk,
327,2021-01-28 18:42:19,Car295,15774.0,velox,Japan,25,19,5180.0,144.0,8.89,3.38,3.12,mpfi,171,6,ohcv,3119,51.6,65.7,186.3,102.7,front,rwd,sedan,2.0,std,gas,Safe,
1714,2021-06-11 14:32:40,Car177,15353.0,nexus,Japan,28,22,5370.0,66.0,9.01,3.38,3.06,2bbl,110,4,ohc,2317,56.5,66.2,185.1,97.9,front,fwd,wagon,4.0,std,gas,Safe,
2303,2022-08-07 18:04:53,Car936,15076.0,velox,Japan,29,26,4409.0,79.0,8.89,3.41,3.58,mpfi,155,4,ohc,2826,55.2,65.9,170.9,97.4,front,rwd,hatchback,4.0,std,gas,Moderate risk,83.0
832,2021-11-30 23:27:06,Car689,13150.0,velox,Japan,26,25,5116.0,147.0,8.76,3.32,3.2,mpfi,140,6,ohcv,2957,52.0,67.6,171.1,98.4,front,rwd,hatchback,2.0,std,gas,Extreme risk,174.0
1966,2018-06-29 01:44:02,Car623,7713.0,raven,Japan,30,27,5682.0,78.0,8.79,3.44,2.72,2bbl,104,4,ohc,2584,56.3,63.9,185.2,96.0,front,fwd,wagon,4.0,std,gas,Safe,92.0
2401,2019-11-26 23:30:51,Car886,6998.0,nexus,Japan,34,33,5378.0,60.0,9.16,3.33,,1bbl,104,4,ohc,1949,51.7,64.0,155.8,94.8,front,fwd,hatchback,2.0,std,gas,High risk,162.0
86,2021-12-06 05:39:31,Car973,17863.0,aegis,Germany,23,20,5150.0,166.0,8.09,3.31,,mpfi,166,6,ohc,3174,55.0,69.1,177.1,102.6,front,rwd,sedan,4.0,turbo,gas,Safe,154.0
2477,2019-02-22 02:09:32,Car676,9174.0,raven,Japan,30,31,5458.0,72.0,9.34,3.41,3.2,2bbl,105,4,ohc,2205,52.4,63.6,158.0,94.1,front,fwd,hatchback,2.0,std,gas,High risk,
777,2023-06-23 22:53:52,Car495,6917.0,velox,Japan,41,33,4847.0,68.0,9.02,3.26,3.05,2bbl,102,4,ohc,2198,54.4,65.0,170.9,95.5,front,fwd,sedan,4.0,std,gas,Moderate risk,94.0
1546,2019-09-05 21:47:27,Car328,5680.0,raven,Japan,49,31,5478.0,70.0,9.82,3.12,2.89,2bbl,83,4,ohc,2004,54.6,63.8,164.6,93.8,front,fwd,sedan,4.0,std,gas,Moderate risk,
54,2018-05-27 21:25:23,Car400,13447.0,velox,Japan,28,18,5315.0,75.0,9.14,3.32,3.25,mpfi,141,4,ohc,2807,53.9,66.0,182.1,96.4,front,fwd,sedan,4.0,std,gas,Safe,124.0
1941,2021-01-28 03:19:11,Car201,8999.0,helios,Japan,30,28,5310.0,100.0,9.02,2.74,3.56,2bbl,110,4,ohc,2220,51.0,63.7,157.6,94.5,front,rwd,hatchback,2.0,std,gas,High risk,151.0
1287,2021-01-10 14:43:49,Car862,6125.0,raven,Japan,42,30,5221.0,71.0,9.15,2.81,3.09,2bbl,98,4,ohc,2159,54.6,65.4,161.8,94.9,front,fwd,hatchback,2.0,std,gas,Moderate risk,
1744,2023-04-24 06:55:55,Car232,16691.0,raven,Japan,26,18,5144.0,133.0,9.04,3.36,3.2,mpfi,171,6,dohc,2453,51.1,67.7,171.5,99.7,front,rwd,hatchback,2.0,std,gas,Extreme risk,192.0
1245,2022-04-03 16:04:26,Car106,6642.0,prism,United States,47,40,5821.0,69.0,9.93,3.18,,1bbl,84,4,ohc,1809,52.0,64.0,147.4,92.1,front,fwd,hatchback,2.0,std,gas,Moderate risk,
113,2020-03-25 10:28:13,Car147,18878.0,atlas,Japan,23,18,5265.0,150.0,8.23,3.41,3.55,mpfi,110,4,ohcv,2963,50.5,68.9,165.7,93.9,front,rwd,hatchback,2.0,turbo,gas,Extreme risk,161.0
2378,2023-02-15 02:50:35,Car345,17418.0,zenith,France,32,28,4807.0,84.0,8.42,3.21,3.2,mpfi,157,4,l,2934,57.1,66.8,187.3,101.3,front,rwd,sedan,4.0,std,gas,Safe,
987,2019-11-07 23:46:52,Car325,16450.0,zenith,France,25,24,5406.0,111.0,8.75,2.78,3.74,mpfi,142,4,ohc,2745,55.4,67.2,181.9,106.6,front,rwd,sedan,4.0,turbo,gas,Safe,97.0
1950,2021-06-13 20:21:18,Car648,16623.0,prism,United States,37,28,5013.0,108.0,8.93,3.69,3.45,idi,151,4,ohc,2344,54.2,66.1,172.2,100.2,front,fwd,sedan,4.0,turbo,gas,Safe,153.0
1009,2019-05-15 18:35:14,Car942,13179.0,raven,Japan,28,25,5445.0,110.0,9.05,3.48,3.09,mpfi,157,4,ohc,2969,55.2,67.6,170.3,96.6,front,fwd,sedan,4.0,std,gas,Moderate risk,122.0
1198,2023-05-04 01:31:22,Car683,28772.0,raven,Japan,23,17,5130.0,175.0,8.72,3.41,3.15,mpfi,186,6,ohcv,3239,54.9,69.8,186.0,101.5,front,rwd,sedan,2.0,std,gas,Moderate risk,121.0
589,2023-09-30 13:06:14,Car967,8047.0,raven,Japan,39,35,5302.0,71.0,9.29,3.37,3.13,2bbl,97,4,ohc,2035,52.0,63.9,151.8,94.3,front,fwd,sedan,2.0,std,gas,Moderate risk,151.0
768,2023-10-25 13:08:58,Car359,7474.0,velox,Japan,38,32,4673.0,73.0,9.22,3.26,3.18,2bbl,101,4,ohc,2035,53.4,63.4,170.3,96.7,front,fwd,wagon,4.0,std,gas,Safe,84.0
17,2020-07-29 22:54:42,Car327,15032.0,velox,Japan,27,26,5067.0,103.0,8.94,3.38,3.29,mpfi,155,4,ohc,2312,54.9,66.3,172.1,100.2,front,rwd,convertible,2.0,std,gas,High risk,125.0
1042,2021-09-15 21:20:35,Car478,7360.0,atlas,Japan,31,28,5396.0,76.0,8.86,3.38,3.01,2bbl,96,4,ohc,2098,50.3,63.9,158.1,93.8,front,fwd,hatch back,2.0,std,gas,Moderate risk,126.0
2079,2022-06-28 04:59:05,Car785,13539.0,cipher,United States,24,26,4793.0,159.0,8.75,3.35,3.57,mpfi,106,4,ohc,2837,55.2,68.2,174.3,101.2,front,rwd,hatchback,2.0,turbo,gas,Extreme risk,153.0
428,2023-09-08 22:06:57,Car118,13422.0,zenith,France,26,24,4794.0,141.0,21.84,3.39,3.65,idi,157,4,ohc,3172,55.3,68.5,176.1,103.9,front,rwd,sedan,4.0,turbo,diesel,Safe,
1989,2018-12-10 23:41:07,Car908,7805.0,nexus,Japan,48,41,4575.0,52.0,9.23,3.29,3.05,1bbl,97,4,ohc,1996,52.5,63.5,158.6,94.3,front,fwd,hatchback,2.0,std,gas,High risk,148.0
1403,2022-08-08 03:37:05,Car969,13177.0,phoenix drive,Italy,25,19,5000.0,161.0,8.88,3.51,3.15,mpfi,175,6,dohc,3228,51.3,65.6,180.8,104.4,front,rwd,hatchback,2.0,std,gas,Safe,
669,2023-09-02 21:08:02,Car276,14289.0,raven,Japan,26,25,5416.0,76.0,9.05,3.3,3.28,mpfi,108,4,ohc,2957,55.6,66.4,186.3,96.5,front,fwd,sedan,4.0,std,gas,Safe,155.0
31,2018-06-14 16:54:39,Car965,8173.0,phoenix drive,Italy,29,27,4935.0,72.0,8.91,3.0,,2bbl,107,4,dohc,2125,51.3,64.1,157.5,94.5,front,rwd,hatch back,2.0,std,gas,High risk,148.0
1341,2019-09-23 05:32:31,Car557,7900.0,atlaS,Japan,30,26,5438.0,75.0,8.98,3.4,3.1,4bbl,100,4,ohc,2247,50.6,64.2,150.2,94.6,front,fwd,hatchback,2.0,std,gas,High risk,154.0
722,2020-10-10 02:39:40,Car963,,nexus,Japan,26,19,5792.0,104.0,8.6,3.46,3.12,mpfi,101,4,ohc,2628,53.0,64.1,186.9,97.1,front,fwd,hatchback,2.0,std,gas,Moderate risk,147.0
951,2022-08-07 22:13:12,Car648,7833.0,raven,Japan,39,37,5021.0,66.0,23.0,3.38,3.08,idi,105,4,ohc,1991,51.5,63.7,169.1,94.9,front,fwd,sedan,4.0,std,diesel,Moderate risk,121.0
1826,2020-05-04 07:20:56,Car483,6442.0,atlas,Japan,32,31,5628.0,71.0,8.82,3.35,3.12,2bbl,96,4,ohc,2030,50.0,63.5,159.1,92.7,front,fwd,hatch back,2.0,std,gas,High risk,
2245,2023-03-04 16:49:10,Car195,,helios,Japan,32,29,4261.0,93.0,8.72,3.01,3.7,2bbl,116,4,ohc,2550,55.8,65.4,172.1,96.7,front,rwd,sedan,4.0,std,gas,Safe,
1164,2021-06-04 11:49:56,Car506,11098.0,velox,Japan,28,23,5176.0,108.0,9.31,3.32,3.59,mpfi,110,4,ohc,2831,51.9,66.2,178.6,97.1,front,rwd,sedan,4.0,std,gas,High risk,177.0
326,2019-10-15 02:47:45,Car490,5765.0,nexus,Japan,34,36,5583.0,76.0,9.43,3.47,3.16,1bbl,101,4,ohc,1859,53.3,64.6,165.6,93.3,front,fwd,hatchback,2.0,std,gas,High risk,168.0
560,2019-10-06 12:40:10,Car990,16452.0,nimbus,Sweden,27,20,5243.0,115.0,9.29,3.14,3.76,mpfi,164,4,ohc,2946,56.9,70.8,187.0,109.5,front,rwd,sedan,4.0,std,gas,Very safe,
2396,2020-08-22 12:55:17,Car871,13159.0,raven,Japan,29,26,5266.0,73.0,8.83,3.42,3.14,2bbl,135,4,ohc,2745,53.1,66.6,189.9,98.1,front,fwd,wagon,4.0,std,gas,Safe,123.0
1905,2018-08-14 23:53:50,Car112,8170.0,raven,Japan,30,26,5028.0,90.0,9.19,3.41,3.19,2bbl,124,4,ohc,2115,54.7,64.1,167.6,96.1,front,fwd,sedan,2.0,std,gas,Moderate risk,131.0
2028,2019-02-11 16:19:15,Car936,16457.0,velox,Japan,25,27,5430.0,143.0,9.12,3.26,3.16,mpfi,158,4,ohc,3193,52.1,69.9,169.6,103.0,front,rwd,sedan,2.0,std,gas,Moderate risk,159.0
1107,2023-02-26 12:41:34,Car409,21065.0,aegis,Germany,25,18,5252.0,110.0,8.2,2.92,3.71,mpfi,167,4,ohcf,3136,56.2,66.4,183.9,100.5,front,rwd,sedan,4.0,std,gas,Safe,152.0
848,2020-09-21 01:18:01,Car136,19558.0,raven,Japan,22,16,4932.0,176.0,8.81,3.25,3.49,mpfi,164,6,ohcv,3340,51.2,67.5,170.6,104.7,front,rwd,sedan,2.0,std,gas,Safe,160.0
966,2019-02-18 10:40:31,Car638,18234.0,vortex,Germany,25,14,5898.0,135.0,9.38,2.89,3.63,mpfi,168,6,dohc,3201,49.6,65.9,164.3,93.4,front,rwd,hatchback,2.0,std,gas,Extreme risk,179.0
1072,2020-05-15 14:32:37,Car915,38840.0,aegis,Germany,21,17,4754.0,172.0,8.13,3.38,3.41,mpfi,153,6,ohc,3363,55.5,66.9,192.2,109.7,front,rwd,hardtop,2.0,std,gas,Moderate risk,123.0
155,2018-01-29 04:10:48,Car424,12495.0,zenith,France,29,27,4738.0,75.0,8.64,3.47,3.12,idi,146,4,ohc,2981,57.5,66.8,179.9,102.1,front,rwd,wagon,4.0,std,gas,Safe,71.0
1721,2022-10-24 15:10:02,Car954,8266.0,atlas,Japan,27,24,5261.0,108.0,8.61,3.12,3.6,mpfi,106,4,ohc,2187,51.2,66.5,170.9,100.6,front,rwd,sedan,4.0,std,gas,Extreme risk,156.0
1659,2021-09-09 22:12:15,Car751,13246.0,atlas,Japan,31,26,5234.0,114.0,8.01,3.49,3.42,spdi,157,4,ohc,2389,49.4,66.1,172.5,96.5,front,rwd,hatchback,2.0,std,gas,Extreme risk,129.0
