Unnamed: 0.2,Time_Recorded,CarID,Price,manufacturer,Origin,FE_HW,FE_UR,rpm-max,Horsepower,comp_ratio,Stroke,Bore,fuel_system,Engine-size,cylinders_num,Engine-type,Curb-weight,Height,Width,Length,Wheel_Base,Engine-loc,Drive-wheels-type,vehicle_cat,doors_num,aspiration,fuel,normalized-losses
244,2018-09-11 14:11:02,Car932,28140.0,velox,Japan,27,24,4909.0,143.0,8.48,3.25,3.49,mpfi,119,4,dohc,3103,54.8,63.8,170.8,95.9,front,rwd,sedan,2.0,turbo,gas,161.0
245,2022-12-07 18:14:07,Car149,14974.0,nimbus,Sweden,26,19,5490.0,105.0,8.88,3.24,3.22,mpfi,113,4,ohc,2768,56.8,68.9,185.8,106.3,front,rwd,wagon,4.0,std,gas,88.0
246,2023-07-09 12:03:41,Car847,6933.0,atlas,Japan,26,27,4790.0,106.0,8.77,3.28,3.06,mpfi,105,4,dohc,2811,50.9,65.3,156.6,95.5,front,rwd,hatchback,2.0,std,gas,170.0
247,2018-02-24 10:11:39,Car172,12607.0,zenith,France,27,27,4246.0,105.0,21.19,3.46,3.59,idi,113,4,l,3533,58.8,67.9,189.4,111.5,front,rwd,wagon,4.0,turbo,diesel,86.0
248,2023-02-15 10:07:28,Car578,14360.0,phoenix drive,Italy,24,16,4874.0,170.0,9.1,3.42,3.48,mpfi,170,6,ohcv,3170,54.0,65.8,181.0,96.0,front,rwd,hatchback,2.0,std,gas,165.0
249,2018-03-30 23:41:01,Car241,7306.0,raven,Japan,44,39,5234.0,57.0,9.28,3.17,3.1,2bbl,86,4,ohc,1845,52.2,63.9,159.3,94.1,front,fwd,hatchback,2.0,std,gas,127.0
250,2019-02-05 18:00:36,Car818,12556.0,equinox,France,28,20,4968.0,164.0,8.27,3.73,3.61,mpfi,167,4,ohc,2983,51.4,65.9,174.3,96.1,front,fwd,hatchback,2.0,turbo,gas,120.0
251,2018-01-25 07:36:37,Car346,36466.0,aegis,Germany,26,19,5094.0,115.0,8.53,3.31,3.61,mpfi,167,4,ohc,2523,55.1,66.5,185.9,104.3,front,fwd,sedan,4.0,std,gas,131.0
252,2019-11-14 07:59:21,Car927,15405.0,aegis,Germany,25,16,5476.0,145.0,8.75,3.33,3.56,mpfi,159,6,ohc,3004,55.6,68.8,188.4,102.5,front,rwd,sedan,4.0,std,gas,143.0
253,2023-11-28 20:32:14,Car606,9868.0,nimbus,Sweden,29,28,5368.0,110.0,9.59,3.2,3.64,mpfi,132,4,ohc,2523,54.6,66.3,185.6,102.0,front,rwd,sedan,4.0,std,gas,102.0
254,2022-10-27 01:11:28,Car992,8234.0,velox,Japan,40,30,4950.0,72.0,9.17,3.05,3.12,2bbl,83,4,ohc,2154,57.0,63.6,175.1,94.8,front,fwd,wagon,4.0,std,gas,89.0
255,2019-10-26 21:12:43,Car738,6552.0,velox,Japan,31,31,5329.0,78.0,8.8,3.53,3.04,2bbl,91,4,ohc,2262,55.5,63.6,172.7,96.6,front,fwd,sedan,4.0,std,gas,89.0
256,2020-02-17 02:49:37,Car832,8014.0,velox,Japan,28,27,5242.0,72.0,21.47,3.36,3.22,idi,106,4,ohc,2155,55.3,66.1,170.8,100.2,front,fwd,sedan,4.0,std,diesel,122.0
257,2021-06-22 10:53:10,Car404,15909.0,helios,Japan,26,24,4805.0,194.0,8.93,2.77,3.62,mpfi,130,4,ohcf,2844,55.9,63.7,160.3,92.6,front,rwd,convertible,2.0,std,gas,126.0
258,2020-03-03 20:16:32,Car340,8137.0,helix,Japan,29,25,5238.0,78.0,8.66,3.34,3.6,2bbl,133,4,ohc,2999,56.8,64.2,171.2,100.4,front,rwd,wagon,4.0,std,gas,152.0
259,2022-09-08 16:52:36,Car211,33372.0,velox,Japan,23,19,5224.0,160.0,8.61,3.27,3.59,mpfi,170,6,ohc,2978,50.5,66.4,174.1,98.6,front,rwd,hatchback,2.0,turbo,gas,123.0
260,2023-10-15 22:38:32,Car137,7303.0,nexus,Japan,41,30,4758.0,62.0,21.03,3.44,3.16,1bbl,105,4,ohc,2163,54.9,64.2,175.4,95.9,front,fwd,hatchback,2.0,std,diesel,118.0
261,2022-02-15 15:18:32,Car896,20321.0,atlas,Japan,25,19,5420.0,107.0,8.58,3.19,3.63,mpfi,101,4,ohc,2374,50.7,66.8,168.7,98.2,front,rwd,hatchback,2.0,std,gas,150.0
262,2023-11-15 09:26:50,Car394,13089.0,zenith,France,26,28,4683.0,71.0,21.04,3.38,3.54,idi,163,4,l,2986,58.8,68.9,185.2,105.0,front,rwd,wagon,4.0,std,diesel,124.0
263,2023-07-24 07:04:26,Car423,8680.0,prism,United States,23,17,5174.0,132.0,8.05,3.49,3.5,mpfi,121,6,ohc,2397,51.5,66.8,176.4,97.1,front,fwd,hatch back,4.0,std,gas,156.0
264,2018-12-24 01:34:05,Car136,9463.0,velox,Japan,27,24,5107.0,110.0,9.15,3.42,3.24,mpfi,146,4,ohc,2216,51.9,66.0,171.0,95.9,front,rwd,hatchback,2.0,std,gas,127.0
265,2018-07-20 12:04:23,Car396,8762.0,altair,Japan,30,30,5505.0,70.0,9.14,3.11,3.45,2bbl,106,4,ohc,2419,52.4,63.9,170.0,95.4,front,rwd,hatchback,2.0,std,gas,129.0
266,2023-08-09 15:37:29,Car933,8841.0,velox,Japan,28,25,5332.0,109.0,8.93,3.32,3.25,mpfi,155,4,ohc,2285,52.0,64.2,172.1,102.6,front,rwd,convertible,2.0,std,gas,128.0
267,2021-03-04 09:12:56,Car801,35882.0,pulse,Sweden,28,20,5657.0,110.0,9.19,2.92,3.52,mpfi,151,4,ohcf,2568,55.8,66.5,184.9,101.1,front,rwd,sedan,4.0,std,gas,96.0
268,2020-07-27 01:13:32,Car310,33711.0,aegis,Germany,20,16,4696.0,195.0,8.43,3.31,3.74,mpfi,197,6,ohcv,3649,56.1,70.1,193.7,110.1,front,rwd,sedan,4.0,std,gas,124.0
269,2019-05-22 13:18:33,Car201,10078.0,helix,Japan,33,26,5006.0,92.0,8.59,3.71,3.58,2bbl,118,4,ohc,2393,56.9,64.8,174.0,96.9,front,fwd,wagon,4.0,std,gas,95.0
270,2020-12-26 12:56:35,Car829,6679.0,raven,Japan,33,29,5148.0,72.0,9.09,3.34,3.18,2bbl,108,4,ohc,2202,52.6,64.1,177.0,96.3,front,fwd,wagon,4.0,std,gas,135.0
271,2020-05-07 22:17:10,Car460,9017.0,velox,Japan,25,17,5674.0,138.0,9.15,3.38,3.36,mpfi,146,6,dohc,3015,51.0,68.4,170.4,95.5,front,rwd,hatch back,2.0,std,gas,180.0
272,2019-11-05 19:08:12,Car206,6796.0,prism,United States,38,34,5273.0,71.0,9.21,3.19,3.07,2bbl,96,4,ohc,1892,55.2,64.0,160.2,94.1,front,fwd,hatchback,4.0,std,gas,98.0
273,2022-02-19 18:25:04,Car235,8699.0,velox,Japan,25,25,5073.0,104.0,8.91,3.39,3.16,mpfi,153,4,ohc,2213,52.0,65.6,173.0,100.8,front,rwd,convertible,2.0,std,gas,124.0
274,2022-01-29 14:48:11,Car889,10008.0,atlas,Japan,27,24,5545.0,113.0,8.1,3.18,3.08,mpfi,104,4,ohc,2755,50.4,64.4,160.9,94.8,front,rwd,hatchback,2.0,std,gas,162.0
275,2018-10-31 13:29:08,Car565,7097.0,helix,Japan,31,28,5100.0,70.0,8.66,2.84,3.05,2bbl,99,4,ohc,2109,54.7,63.8,156.1,98.3,front,fwd,hatchback,2.0,std,gas,83.0
276,2018-04-04 19:17:09,Car262,6976.0,raveN,Japan,39,29,5205.0,74.0,9.05,3.32,3.18,2bbl,103,4,ohc,2240,54.9,65.5,170.6,95.5,front,fwd,sedan,4.0,std,gas,95.0
277,2019-04-06 08:28:09,Car903,19386.0,raven,Japan,22,16,5282.0,179.0,8.71,3.25,3.42,mpfi,181,6,ohcv,3155,56.3,68.6,182.5,101.7,front,rwd,sedan,4.0,std,gas,150.0
278,2020-03-11 19:36:27,Car506,15362.0,nimbus,Sweden,31,25,5162.0,106.0,9.1,3.2,3.77,mpfi,126,4,ohc,3119,56.2,65.9,182.2,107.2,front,fwd,sedan,4.0,std,gas,94.0
279,2022-03-01 10:35:48,Car326,15898.0,zenith,France,24,19,4965.0,108.0,8.65,3.24,3.67,mpfi,127,4,l,2953,56.4,69.5,184.1,106.1,front,rwd,sedan,4.0,turbo,gas,96.0
280,2023-07-01 22:13:39,Car666,27318.0,pulse,Sweden,29,26,5314.0,106.0,9.03,3.22,3.51,mpfi,93,4,ohc,3110,55.1,66.1,183.1,100.5,front,fwd,sedan,4.0,std,gas,163.0
281,2020-09-30 10:08:45,Car968,6943.0,velox,Japan,34,31,5030.0,57.0,8.99,3.11,3.15,2bbl,104,4,ohc,2084,52.1,63.8,155.3,92.9,front,fwd,hatchback,2.0,std,gas,155.0
282,2020-01-11 23:40:11,Car412,8084.0,nexus,Japan,44,31,5432.0,66.0,9.37,3.4,2.96,2bbl,93,4,ohc,2125,51.7,64.4,167.4,95.7,front,fwd,sedan,2.0,std,gas,126.0
283,2021-08-14 09:02:01,Car634,16842.0,velox,Japan,22,19,5327.0,186.0,9.38,3.31,3.59,mpfi,170,6,dohc,3240,51.4,67.2,177.7,97.2,front,rwd,hardtop,2.0,std,gas,201.0
284,2018-11-05 10:40:43,Car229,16726.0,zenith,France,25,21,4908.0,121.0,8.91,3.28,3.27,mpfi,153,4,ohc,3389,56.4,69.5,191.6,111.6,front,rwd,sedan,4.0,std,gas,124.0
285,2020-03-20 05:11:09,Car124,6128.0,raven,Japan,40,31,5235.0,69.0,8.89,3.29,3.15,2bbl,94,4,ohc,1927,53.6,64.0,166.5,93.5,front,fwd,sedan,2.0,std,gas,127.0
286,2019-11-28 05:41:58,Car103,22861.0,vortex,Germany,28,16,5265.0,172.0,9.53,3.29,3.85,mpfi,194,6,ohc,3164,51.0,70.0,175.0,97.9,front,rwd,sedan,2.0,std,gas,129.0
287,2018-02-28 18:13:18,Car533,45400.0,kronos,Germany,20,14,4973.0,187.0,8.55,3.17,3.67,mpfi,170,8,ohcv,3562,55.3,71.6,196.7,107.4,front,rwd,sedan,4.0,std,gas,149.0
288,2019-08-14 06:15:53,Car822,8942.0,atlas,Japan,31,27,5223.0,78.0,9.03,3.43,3.08,2bbl,103,4,ohc,2785,51.5,66.5,163.9,101.1,front,rwd,hatchback,2.0,std,gas,124.0
289,2020-03-02 22:32:07,Car741,7505.0,velox,Japan,33,29,5097.0,68.0,8.9,3.17,3.2,2bbl,110,4,ohc,2091,55.5,64.9,167.8,95.8,front,fwd,sedan,4.0,std,gas,91.0
290,2020-06-21 22:05:13,Car601,17292.0,velox,Japan,28,16,5717.0,154.0,9.23,2.95,3.2,mpfi,135,2,rotor,3094,50.7,66.2,168.1,95.1,front,rwd,hatchback,2.0,std,gas,149.0
291,2021-03-04 01:03:23,Car804,19301.0,nimbus,Sweden,26,18,5460.0,127.0,9.07,3.29,3.23,mpfi,154,6,ohc,3273,55.9,68.7,189.0,103.9,front,rwd,sedan,4.0,turbo,gas,96.0
292,2021-08-10 09:35:34,Car710,7462.0,raven,Japan,33,30,5277.0,72.0,9.24,3.29,3.07,2bbl,93,4,ohc,2014,51.2,64.2,167.6,94.5,front,fwd,sedan,2.0,std,gas,128.0
293,2019-01-15 03:06:41,Car663,16298.0,zenith,France,26,19,5122.0,101.0,8.88,3.28,3.24,mpfi,116,4,l,3011,56.0,68.6,188.4,106.7,front,rwd,wagon,4.0,turbo,gas,83.0
294,2022-11-19 20:13:38,Car617,8799.0,raven,Japan,38,24,5250.0,78.0,8.94,3.42,3.16,2bbl,108,4,ohc,2143,55.3,64.1,173.0,96.4,front,fwd,sedan,4.0,std,gas,103.0
295,2018-03-18 09:49:18,Car177,8639.0,raven,Japan,29,21,4954.0,123.0,9.06,3.37,3.12,2bbl,113,4,ohc,2231,52.0,65.2,170.4,99.3,front,rwd,hardtop,2.0,std,gas,170.0
296,2020-10-29 08:38:19,Car751,15998.0,aegis,Germany,24,16,4720.0,167.0,8.63,3.16,3.54,mpfi,144,6,ohcv,3196,55.6,68.6,195.9,103.3,front,rwd,sedan,4.0,std,gas,140.0
297,2021-11-30 03:08:47,Car426,18370.0,aegis,Germany,23,20,5010.0,161.0,9.07,3.04,3.29,mpfi,191,6,ohcv,3251,56.3,67.4,185.9,111.7,front,rwd,sedan,4.0,std,gas,130.0
298,2022-10-01 11:06:45,Car729,8606.0,raven,Japan,31,20,5592.0,130.0,8.88,3.47,3.1,2bbl,110,4,ohc,2145,51.5,66.5,164.0,95.4,front,fwd,hatchback,4.0,std,gas,176.0
299,2018-07-25 14:31:41,Car151,8143.0,nexus,Japan,30,29,5356.0,75.0,9.02,3.51,3.06,2bbl,98,4,ohc,2478,52.3,64.1,165.2,95.5,front,fwd,sedan,4.0,std,gas,119.0
300,2018-07-26 20:36:58,Car140,31653.0,pulse,Sweden,28,20,5244.0,109.0,9.08,3.27,3.51,mpfi,151,4,ohc,2737,55.6,66.1,186.2,101.9,front,fwd,sedan,4.0,std,gas,159.0
301,2020-12-18 01:45:57,Car686,12557.0,nimbus,Sweden,28,27,5234.0,75.0,9.17,3.24,3.35,mpfi,130,4,ohc,2702,59.0,67.7,175.4,103.5,front,rwd,wagon,4.0,std,gas,90.0
302,2023-08-19 14:12:31,Car897,6488.0,helix,Japan,32,30,5007.0,70.0,9.22,3.03,3.13,2bbl,108,4,ohc,2095,51.3,63.9,162.1,94.1,front,fwd,hatchback,2.0,std,gas,92.0
303,2019-04-16 13:30:41,Car359,15481.0,helios,Japan,32,23,5533.0,114.0,8.91,3.05,3.53,mpfi,147,4,ohcf,2400,52.8,66.0,173.8,96.5,front,fwd,sedan,4.0,std,gas,103.0
304,2018-11-18 14:03:17,Car459,14218.0,orion,Germany,23,16,5196.0,110.0,8.51,3.39,3.25,mpfi,160,5,ohc,3068,55.5,70.0,190.9,109.8,front,rwd,sedan,4.0,std,gas,125.0
305,2022-01-24 05:23:20,Car597,22796.0,atlas,Japan,25,19,5057.0,136.0,7.81,3.65,3.8,spdi,148,4,ohc,3068,49.7,65.5,167.6,95.1,front,rwd,hatchback,2.0,turbo,gas,172.0
306,2019-06-26 23:19:11,Car484,17253.0,orion,Germany,25,18,5492.0,170.0,8.99,3.33,3.21,mpfi,157,6,ohc,2945,52.5,69.0,187.5,103.6,front,rwd,sedan,4.0,std,gas,171.0
307,2020-11-30 17:48:34,Car258,7420.0,atlas,Japan,30,24,4942.0,80.0,8.54,3.06,3.26,2bbl,99,4,ohc,2290,56.4,63.9,171.5,94.9,front,fwd,sedan,4.0,std,gas,126.0
308,2020-02-25 05:09:06,Car445,13393.0,zenith,France,27,28,4560.0,73.0,8.77,3.32,3.68,idi,162,4,l,2849,56.3,67.7,182.5,105.1,front,rwd,wagon,4.0,std,gas,149.0
309,2021-10-14 19:04:22,Car583,7831.0,helios,Japan,28,27,5040.0,110.0,8.93,2.65,3.62,mpfi,107,4,ohcf,2368,57.6,63.8,171.2,99.0,front,fwd,wagon,4.0,std,gas,85.0
310,2022-10-26 14:12:57,Car351,19778.0,aegis,Germany,23,16,4705.0,174.0,8.6,3.36,3.88,mpfi,179,8,ohc,3273,55.5,67.0,193.7,113.4,front,rwd,sedan,4.0,std,gas,123.0
311,2021-04-02 14:25:22,Car256,16302.0,orion,Germany,26,21,5335.0,108.0,7.29,3.39,3.17,mpfi,114,4,ohc,2433,56.6,66.9,176.4,105.1,front,fwd,sedan,4.0,turbo,gas,121.0
312,2023-07-24 19:36:03,Car524,43889.0,velox,Japan,23,16,5205.0,181.0,8.93,3.17,3.87,mpfi,168,8,dohcv,3235,51.7,71.4,192.6,98.7,front,rwd,sedan,2.0,std,gas,123.0
313,2023-09-27 22:08:39,Car449,6171.0,avalon,United States,43,40,5471.0,69.0,9.56,3.08,2.93,2bbl,80,4,ohc,1883,52.4,64.0,157.4,94.6,front,fwd,sedan,4.0,std,gas,90.0
314,2021-08-05 00:49:20,Car280,14569.0,orioN,Germany,26,18,5498.0,143.0,8.4,3.41,3.08,mpfi,113,5,ohc,3132,56.2,69.5,184.7,102.3,front,fwd,sedan,4.0,std,gas,161.0
315,2021-07-10 13:17:51,Car305,9464.0,atlas,Japan,28,26,5458.0,105.0,8.89,3.51,3.13,2bbl,112,4,ohc,2456,54.9,64.1,172.9,96.3,front,fwd,sedan,4.0,std,gas,124.0
316,2022-10-31 10:44:44,Car988,7224.0,velox,Japan,32,29,4711.0,79.0,8.8,3.31,3.19,idi,107,4,ohc,2241,56.0,66.1,169.2,96.5,front,fwd,sedan,4.0,std,gas,82.0
317,2022-03-06 18:32:14,Car892,7130.0,atlas,Japan,31,29,5586.0,81.0,9.42,3.32,3.09,2bbl,90,4,ohc,2056,51.2,65.9,158.8,95.4,front,rwd,hatchback,2.0,std,gas,171.0
318,2023-08-17 04:15:11,Car472,14702.0,nimbus,Sweden,28,21,5442.0,109.0,9.15,3.49,3.29,mpfi,156,4,ohc,3062,56.4,68.8,183.3,107.7,front,rwd,sedan,4.0,std,gas,100.0
319,2021-11-04 03:28:16,Car516,14156.0,raven,Japan,24,20,5159.0,151.0,8.86,3.39,3.26,mpfi,171,6,ohcv,3107,56.0,69.6,187.1,106.4,front,fwd,sedan,4.0,std,gas,121.0
320,2021-10-04 15:23:49,Car713,15062.0,zenith,France,31,29,4477.0,78.0,8.63,3.32,3.61,idi,120,4,l,2462,56.2,67.3,186.6,97.5,front,rwd,sedan,4.0,std,gas,133.0
321,2019-02-16 07:31:11,Car353,7648.0,helioS,Japan,29,28,4888.0,75.0,8.92,2.96,3.58,2bbl,110,4,ohc,2882,55.9,64.0,168.3,98.4,front,4wd,hatchback,4.0,std,gas,85.0
322,2020-07-31 05:48:09,Car463,6191.0,atlas,Japan,27,20,5435.0,101.0,9.02,3.11,3.09,2bbl,100,4,ohc,2132,51.1,66.5,161.4,99.0,front,fwd,hatchback,2.0,std,gas,145.0
323,2023-02-06 10:20:58,Car330,15381.0,zenith,France,26,16,5243.0,112.0,8.49,3.34,3.26,mpfi,119,4,l,2968,55.9,68.5,185.0,108.3,front,rwd,sedan,4.0,std,gas,124.0
324,2022-03-21 10:25:20,Car524,7064.0,helios,Japan,30,27,4385.0,104.0,8.5,2.81,3.58,mpfi,106,4,ohcf,2246,55.6,63.5,171.4,94.4,front,4wd,wagon,4.0,std,gas,76.0
325,2019-02-13 02:25:01,Car489,9479.0,atlas,Japan,26,23,4988.0,160.0,8.06,3.37,3.27,mpfi,105,4,ohc,2955,49.8,65.9,176.5,101.4,front,rwd,hatchback,2.0,turbo,gas,121.0
326,2020-04-15 20:34:55,Car370,6610.0,raven,Japan,39,33,5283.0,65.0,9.32,3.28,3.12,2bbl,95,4,ohc,1884,52.8,63.3,164.6,95.2,front,fwd,sedan,4.0,std,gas,116.0
327,2022-02-10 00:54:50,Car817,8188.0,velox,Japan,33,29,5184.0,81.0,9.59,3.27,3.36,2bbl,104,4,ohc,2498,53.0,64.6,166.5,96.2,front,fwd,sedan,4.0,std,gas,96.0
328,2022-09-28 04:09:03,Car114,43399.0,vortex,Germany,25,17,5806.0,198.0,9.43,2.85,3.65,mpfi,185,6,ohcf,2850,51.0,64.7,159.7,94.1,rear,rwd,hardtop,2.0,std,gas,125.0
329,2021-08-04 08:50:58,Car671,7388.0,velox,Japan,35,29,4568.0,71.0,9.15,2.84,3.19,2bbl,86,4,ohc,2044,53.1,64.5,159.4,94.0,front,fwd,hatchback,2.0,std,gas,83.0
330,2021-01-25 19:56:53,Car875,5118.0,nexus,Japan,43,31,5606.0,69.0,9.26,3.34,2.99,2bbl,83,4,ohc,2024,53.2,64.0,165.6,93.0,front,fwd,hatchback,4.0,std,gas,100.0
331,2020-08-30 08:57:05,Car796,8732.0,nexus,Japan,34,26,5371.0,97.0,9.13,3.48,3.16,mpfi,101,4,ohc,2208,55.2,66.0,175.6,96.9,front,fwd,sedan,2.0,std,gas,127.0
332,2023-01-04 18:48:27,Car187,6691.0,prism,United States,28,26,5539.0,95.0,8.46,3.46,3.09,mpfi,115,4,ohc,2858,51.8,64.3,171.3,95.8,front,fwd,hatchback,4.0,std,gas,152.0
333,2018-05-25 16:32:07,Car527,31169.0,raven,Japan,26,17,5303.0,150.0,8.78,3.37,3.22,mpfi,162,6,dohc,3319,54.7,69.0,191.1,106.3,front,rwd,sedan,2.0,std,gas,122.0
334,2018-06-28 19:01:41,Car497,7957.0,velox,Japan,31,26,4985.0,78.0,8.95,3.51,3.49,2bbl,135,4,ohc,2675,55.3,67.9,171.1,94.7,front,rwd,hatchback,2.0,std,gas,119.0
335,2019-07-01 19:09:40,Car828,7949.0,helios,Japan,29,28,4808.0,71.0,8.89,3.32,3.61,2bbl,109,4,ohcf,2702,51.3,65.7,170.4,97.4,front,rwd,hatchback,4.0,std,gas,78.0
336,2019-08-24 09:56:59,Car444,16195.0,nimbus,Sweden,30,30,4991.0,103.0,23.0,3.36,3.6,idi,140,4,ohc,2512,55.6,68.0,188.5,101.9,front,rwd,sedan,4.0,std,diesel,96.0
337,2018-09-16 04:52:20,Car110,8315.0,helix,Japan,28,24,5193.0,80.0,8.26,3.27,3.24,mpfi,119,4,ohc,2230,55.2,66.1,185.5,96.5,front,fwd,hatchback,4.0,std,gas,119.0
338,2023-12-22 13:14:42,Car555,18150.0,Zenith,France,27,25,5223.0,112.0,8.85,3.18,3.69,mpfi,104,4,l,3001,57.1,68.2,187.3,104.3,front,rwd,wagon,4.0,std,gas,153.0
339,2018-08-21 00:31:10,Car876,13375.0,velox,Japan,29,26,4945.0,106.0,8.9,3.33,3.61,mpfi,112,4,ohc,3211,57.2,66.1,179.9,101.9,front,rwd,wagon,4.0,std,gas,78.0
340,2021-10-31 20:56:58,Car822,17045.0,raven,Japan,25,19,5484.0,153.0,8.32,3.4,3.17,mpfi,167,6,ohc,2991,51.2,68.5,171.1,100.8,front,rwd,sedan,2.0,std,gas,167.0
341,2020-12-11 22:03:34,Car468,7106.0,raven,Japan,27,25,5605.0,116.0,8.67,3.44,3.16,mpfi,118,4,ohc,2161,55.8,65.9,164.0,95.7,front,fwd,hatchback,2.0,std,gas,169.0
342,2018-03-28 00:19:52,Car774,14830.0,zenith,France,25,18,4856.0,114.0,8.55,3.22,3.33,mpfi,169,4,l,2949,59.5,68.0,188.3,112.9,front,rwd,wagon,4.0,std,gas,121.0
343,2021-05-19 06:28:25,Car129,7659.0,helix,Japan,31,29,5085.0,78.0,8.83,3.45,3.1,2bbl,105,4,ohc,2037,55.2,64.3,172.6,95.5,front,fwd,sedan,4.0,std,gas,96.0
344,2018-06-17 09:14:14,Car989,6244.0,prism,United States,39,31,5820.0,70.0,9.43,2.69,3.06,2bbl,84,4,ohc,1961,54.4,63.7,164.4,94.3,front,fwd,hatchback,4.0,std,gas,90.0
345,2020-10-24 05:35:14,Car211,19285.0,nimbus,Sweden,27,25,5122.0,121.0,23.0,3.37,3.19,idi,153,4,ohc,3368,55.3,68.7,186.7,108.9,front,rwd,wagon,4.0,turbo,diesel,92.0
346,2018-08-26 14:16:32,Car941,8010.0,stratus,United States,31,30,5696.0,74.0,8.84,3.39,2.99,2bbl,102,4,ohc,2133,52.3,64.1,159.4,95.6,front,fwd,hatchback,4.0,std,gas,107.0
347,2022-12-11 13:53:08,Car463,16297.0,helios,Japan,29,21,4859.0,110.0,8.79,2.51,3.55,mpfi,158,4,ohcf,2836,57.0,65.8,171.9,100.7,front,4wd,wagon,4.0,std,gas,92.0
348,2019-04-21 19:48:51,Car934,7128.0,stratus,United States,37,28,5166.0,76.0,9.06,3.3,3.07,2bbl,91,4,ohc,1980,53.6,63.9,159.4,94.1,front,fwd,sedan,2.0,std,gas,111.0
349,2023-01-26 05:08:54,Car478,7153.0,raven,Japan,32,27,5623.0,79.0,8.97,3.32,3.07,2bbl,101,4,ohc,2116,55.9,64.3,151.4,95.8,front,fwd,hatchback,2.0,std,gas,104.0
350,2022-09-13 10:03:16,Car150,8071.0,stratus,United States,39,31,5424.0,61.0,8.97,3.07,3.05,2bbl,95,4,ohc,2134,54.0,63.5,164.6,93.4,front,fwd,sedan,4.0,std,gas,100.0
351,2022-07-01 06:09:51,Car924,15233.0,velox,Japan,36,28,4674.0,77.0,21.5,3.42,3.08,idi,149,4,ohc,2700,55.3,66.2,172.9,103.2,front,fwd,sedan,4.0,turbo,diesel,89.0
352,2020-03-21 10:40:38,Car688,8834.0,helios,Japan,33,28,4809.0,77.0,8.62,2.86,3.67,2bbl,105,4,ohcf,2293,55.5,63.6,171.0,96.6,front,4wd,wagon,4.0,std,gas,78.0
353,2022-11-12 09:35:53,Car820,14691.0,vertex,Germany,26,18,5337.0,103.0,9.11,3.34,3.22,mpfi,163,4,ohc,2398,52.7,65.8,169.7,98.0,front,fwd,sedan,4.0,std,gas,126.0
354,2021-11-11 12:25:05,Car759,16953.0,Zenith,France,29,27,5150.0,118.0,8.99,3.26,3.67,mpfi,118,4,ohc,2350,55.3,65.9,183.8,97.2,front,rwd,sedan,4.0,std,gas,101.0
355,2023-11-22 00:15:40,Car138,13148.0,raven,Japan,31,25,5555.0,86.0,8.97,3.49,3.14,mpfi,113,4,ohc,2290,54.6,64.1,173.0,96.7,front,fwd,sedan,4.0,std,gas,120.0
356,2023-01-25 16:37:21,Car491,8027.0,velox,Japan,34,28,5107.0,78.0,9.0,3.16,3.19,2bbl,140,4,ohc,2154,52.9,67.6,169.0,95.2,front,fwd,sedan,4.0,std,gas,154.0
357,2023-09-17 12:12:30,Car283,9009.0,helios,Japan,27,25,4926.0,98.0,9.4,3.17,3.67,mpfi,107,4,ohcf,2758,52.0,65.5,171.6,101.2,front,rwd,sedan,4.0,std,gas,107.0
358,2021-01-21 22:23:42,Car517,13897.0,orion,Germany,23,18,5559.0,107.0,8.67,3.39,3.25,mpfi,149,5,ohc,2934,55.5,68.2,189.7,107.4,front,fwd,sedan,4.0,std,gas,159.0
359,2019-07-22 04:18:48,Car709,16878.0,zenith,France,29,21,5101.0,81.0,8.06,3.06,3.66,2bbl,103,4,ohcf,2783,55.7,67.2,189.0,103.7,front,4wd,wagon,4.0,std,gas,101.0
360,2021-09-01 04:57:56,Car609,18578.0,raven,Japan,23,17,5260.0,146.0,8.59,3.49,3.17,mpfi,180,6,ohcv,3309,51.8,69.3,189.4,97.9,front,rwd,sedan,2.0,std,gas,174.0
361,2022-09-23 09:08:06,Car123,10341.0,helios,Japan,27,27,5385.0,110.0,8.87,3.13,3.56,mpfi,132,4,ohcf,2965,56.5,64.2,174.5,100.4,front,rwd,sedan,4.0,std,gas,170.0
362,2022-06-02 14:28:07,Car929,17138.0,vertex,Germany,26,19,5240.0,107.0,8.94,3.42,3.23,mpfi,114,5,ohc,2358,55.8,69.4,187.8,96.8,front,fwd,sedan,4.0,std,gas,123.0
363,2020-03-27 21:18:41,Car870,18490.0,pulse,Sweden,28,24,5331.0,117.0,9.05,3.26,3.69,mpfi,166,4,ohc,2421,55.7,66.3,176.0,98.6,front,rwd,sedan,4.0,std,gas,124.0
364,2023-01-12 20:51:42,Car440,20986.0,vortex,Germany,27,29,5256.0,174.0,9.47,3.02,3.62,mpfi,156,6,ohc,3093,50.6,68.3,169.7,94.0,front,rwd,convertible,2.0,std,gas,124.0
365,2021-08-01 07:10:32,Car349,9836.0,aegis,Germany,26,19,5576.0,151.0,8.76,3.42,3.67,mpfi,126,6,ohc,2936,51.7,64.5,173.7,99.4,front,rwd,hatchback,2.0,std,gas,146.0
366,2021-09-26 21:13:51,Car823,11202.0,vertex,Germany,33,20,4933.0,104.0,8.87,3.38,3.09,idi,114,4,ohc,2500,55.3,65.0,169.5,95.7,front,fwd,sedan,4.0,std,diesel,101.0
